"Sampling Code";"Subsite Code";"Site Code";"Trap Code";"Start Date";"End Date";"Presence of Aedes eggs";"Max temp (°C)";"Min temp (°C)";"Humidity (%)";"Comments"
"M2O092Jul";"M2001";"M2";"O092";2012/7/18 0:00:00;2012/8/16 0:00:00;0;;;;
"M2O092Sep";"M2001";"M2";"O092";2012/9/12 0:00:00;2012/10/11 0:00:00;0;;;;
"N1B001Apr";"N1007";"N1";"B001";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1B001Aug";"N1007";"N1";"B001";2012/7/27 0:00:00;2012/8/24 0:00:00;1;;;;
"N1B001Jul";"N1007";"N1";"B001";2012/6/26 0:00:00;2012/7/27 0:00:00;1;;;;
"N1B001Jun";"N1007";"N1";"B001";2012/6/5 0:00:00;2012/6/26 0:00:00;0;;;;
"N1B001My1";"N1007";"N1";"B001";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;
"N1B001My2";"N1007";"N1";"B001";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
"N1B001Oct";"N1007";"N1";"B001";2012/9/20 0:00:00;2012/10/26 0:00:00;0;;;;
"N1B001Sep";"N1007";"N1";"B001";2012/8/24 0:00:00;2012/9/20 0:00:00;0;;;;
"N1B002Apr";"N1014";"N1";"B002";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1B002Aug";"N1014";"N1";"B002";2012/7/27 0:00:00;2012/8/24 0:00:00;0;;;;
"N1B002Jul";"N1014";"N1";"B002";2012/6/26 0:00:00;2012/7/27 0:00:00;0;;;;"open eggs of Aedes on polystyrene??"
"N1B002Jun";"N1014";"N1";"B002";2012/6/5 0:00:00;2012/6/26 0:00:00;0;;;;
"N1B002My1";"N1014";"N1";"B002";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;
"N1B002My2";"N1014";"N1";"B002";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
"N1B003Apr";"N1014";"N1";"B003";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1B003Aug";"N1014";"N1";"B003";2012/7/27 0:00:00;2012/8/24 0:00:00;1;;;;
"N1B003Jul";"N1014";"N1";"B003";2012/6/26 0:00:00;2012/7/27 0:00:00;0;;;;
"N1B003Jun";"N1014";"N1";"B003";2012/6/5 0:00:00;2012/6/26 0:00:00;0;;;;
"N1B003My1";"N1014";"N1";"B003";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;"polystyrene not found"
"N1B003My2";"N1014";"N1";"B003";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
"N1O001Aug";"N1023";"N1";"O001";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;"polystyrene next to trap"
"N1O001Jul";"N1023";"N1";"O001";2012/6/29 0:00:00;2012/8/3 0:00:00;0;;;;"polystyrene next to trap, eaten by bird"
"N1O001Oct";"N1023";"N1";"O001";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O001Sep";"N1023";"N1";"O001";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene next to trap"
"N1O002Aug";"N1023";"N1";"O002";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;"polystyrene next to trap"
"N1O002Jul";"N1023";"N1";"O002";2012/6/29 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O002Oct";"N1023";"N1";"O002";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene gone"
"N1O002Sep";"N1023";"N1";"O002";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene gone"
"N1O003Aug";"N1024";"N1";"O003";2012/8/9 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O003Jul";"N1024";"N1";"O003";2012/6/29 0:00:00;2012/8/9 0:00:00;0;;;;
"N1O003Oct";"N1024";"N1";"O003";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O003Sep";"N1024";"N1";"O003";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene next to trap"
"N1O004Aug";"N1024";"N1";"O004";2012/8/9 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O004Jul";"N1024";"N1";"O004";2012/6/29 0:00:00;2012/8/9 0:00:00;0;;;;
"N1O004Oct";"N1024";"N1";"O004";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O004Sep";"N1024";"N1";"O004";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O005Aug";"N1025";"N1";"O005";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O005Jul";"N1025";"N1";"O005";2012/7/6 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O005Oct";"N1025";"N1";"O005";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O005Sep";"N1025";"N1";"O005";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O006Aug";"N1025";"N1";"O006";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O006Jul";"N1025";"N1";"O006";2012/7/6 0:00:00;2012/8/3 0:00:00;0;;;;"polystyrene not found"
"N1O006Oct";"N1025";"N1";"O006";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O006Sep";"N1025";"N1";"O006";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O007Aug";"N1026";"N1";"O007";2012/8/3 0:00:00;2012/8/31 0:00:00;1;;;;"Aedes geniculatus! (nr 7 checked by Francis)"
"N1O007Jul";"N1026";"N1";"O007";2012/6/26 0:00:00;2012/8/3 0:00:00;1;;;;
"N1O007Oct";"N1026";"N1";"O007";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene next to trap"
"N1O007Sep";"N1026";"N1";"O007";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene gone"
"N1O008Aug";"N1026";"N1";"O008";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O008Jul";"N1026";"N1";"O008";2012/6/26 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O008Oct";"N1026";"N1";"O008";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene gone"
"N1O008Sep";"N1026";"N1";"O008";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene next to trap, eaten by bird"
"N1O009Aug";"N1027";"N1";"O009";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O009Jul";"N1027";"N1";"O009";2012/6/29 0:00:00;2012/8/3 0:00:00;0;;;;"polystyrene not found"
"N1O009Oct";"N1027";"N1";"O009";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene gone"
"N1O009Sep";"N1027";"N1";"O009";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O010Aug";"N1027";"N1";"O010";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O010Jul";"N1027";"N1";"O010";2012/6/29 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O010Oct";"N1027";"N1";"O010";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O010Sep";"N1027";"N1";"O010";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O011Aug";"N1028";"N1";"O011";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O011Jul";"N1028";"N1";"O011";2012/7/6 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O011Oct";"N1028";"N1";"O011";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O011Sep";"N1028";"N1";"O011";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O012Aug";"N1028";"N1";"O012";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O012Jul";"N1028";"N1";"O012";2012/7/6 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O012Oct";"N1028";"N1";"O012";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O012Sep";"N1028";"N1";"O012";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O013Aug";"N1029";"N1";"O013";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O013Jul";"N1029";"N1";"O013";2012/6/26 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O013Oct";"N1029";"N1";"O013";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene next to trap"
"N1O013Sep";"N1029";"N1";"O013";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene next to trap"
"N1O014Aug";"N1029";"N1";"O014";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;"polystyrene next to trap"
"N1O014Jul";"N1029";"N1";"O014";2012/6/26 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O014Oct";"N1029";"N1";"O014";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene next to trap"
"N1O014Sep";"N1029";"N1";"O014";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene next to trap"
"N1O015Aug";"N1030";"N1";"O015";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;"polystyrene next to trap"
"N1O015Jul";"N1030";"N1";"O015";2012/6/26 0:00:00;2012/8/3 0:00:00;0;;;;"polystyrene not found"
"N1O015Oct";"N1030";"N1";"O015";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"changed by owner"
"N1O015Sep";"N1030";"N1";"O015";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene gone"
"N1O016Aug";"N1030";"N1";"O016";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O016Jul";"N1030";"N1";"O016";2012/6/26 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O016Oct";"N1030";"N1";"O016";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"changed by owner"
"N1O016Sep";"N1030";"N1";"O016";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene gone"
"N1O017Aug";"N1031";"N1";"O017";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O017Jul";"N1031";"N1";"O017";2012/6/29 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O017Oct";"N1031";"N1";"O017";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O017Sep";"N1031";"N1";"O017";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O018Aug";"N1031";"N1";"O018";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;"polystyrene next to trap"
"N1O018Jul";"N1031";"N1";"O018";2012/6/29 0:00:00;2012/8/3 0:00:00;0;;;;"polystyrene next to trap"
"N1O018Oct";"N1031";"N1";"O018";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene next to trap"
"N1O018Sep";"N1031";"N1";"O018";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene next to trap"
"N1O019Aug";"N1032";"N1";"O019";2012/8/9 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O019Jul";"N1032";"N1";"O019";2012/7/6 0:00:00;2012/8/9 0:00:00;0;;;;
"N1O019Oct";"N1032";"N1";"O019";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O019Sep";"N1032";"N1";"O019";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene next to trap"
"N1O020Aug";"N1032";"N1";"O020";2012/8/9 0:00:00;2012/8/31 0:00:00;0;;;;"polystyrene not found"
"N1O020Jul";"N1032";"N1";"O020";2012/7/6 0:00:00;2012/8/9 0:00:00;0;;;;
"N1O020Oct";"N1032";"N1";"O020";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene next to trap"
"N1O020Sep";"N1032";"N1";"O020";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"eaten by bird??"
"N1O021Aug";"N1033";"N1";"O021";2012/8/3 0:00:00;2012/8/31 0:00:00;1;;;;
"N1O021Jul";"N1033";"N1";"O021";2012/6/26 0:00:00;2012/8/3 0:00:00;1;;;;
"N1O021Oct";"N1033";"N1";"O021";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene gone"
"N1O021Sep";"N1033";"N1";"O021";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene next to trap"
"N1O022Aug";"N1033";"N1";"O022";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O022Jul";"N1033";"N1";"O022";2012/6/26 0:00:00;2012/8/3 0:00:00;1;;;;
"N1O022Oct";"N1033";"N1";"O022";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O022Sep";"N1033";"N1";"O022";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O023Aug";"N1034";"N1";"O023";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;"polystyrene next to trap"
"N1O023Jul";"N1034";"N1";"O023";2012/6/29 0:00:00;2012/8/3 0:00:00;0;;;;"polystyrene next to trap"
"N1O023Oct";"N1034";"N1";"O023";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O023Sep";"N1034";"N1";"O023";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene next to trap"
"N1O024Aug";"N1034";"N1";"O024";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O024Jul";"N1034";"N1";"O024";2012/6/29 0:00:00;2012/8/3 0:00:00;0;;;;"polystyrene next to trap"
"N1O024Oct";"N1034";"N1";"O024";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene gone"
"N1O024Sep";"N1034";"N1";"O024";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O025Aug";"N1035";"N1";"O025";2012/7/27 0:00:00;2012/8/24 0:00:00;0;;;;
"N1O025Jul";"N1035";"N1";"O025";2012/6/29 0:00:00;2012/7/27 0:00:00;0;;;;
"N1O025Oct";"N1035";"N1";"O025";2012/9/20 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene next to trap"
"N1O025Sep";"N1035";"N1";"O025";2012/8/24 0:00:00;2012/9/20 0:00:00;0;;;;
"N1O026Aug";"N1035";"N1";"O026";2012/7/27 0:00:00;2012/8/24 0:00:00;1;;;;"some eggs, Aedes geniculatus! (nr 8 checked by Francis)"
"N1O026Jul";"N1035";"N1";"O026";2012/6/29 0:00:00;2012/7/27 0:00:00;1;;;;"Aedes geniculatus? (nr 3 checked by Francis)"
"N1O026Oct";"N1035";"N1";"O026";2012/9/20 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene gone"
"N1O026Sep";"N1035";"N1";"O026";2012/8/24 0:00:00;2012/9/20 0:00:00;0;;;;"polystyrene next to trap"
"N1O027Aug";"N1036";"N1";"O027";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O027Jul";"N1036";"N1";"O027";2012/6/26 0:00:00;2012/8/3 0:00:00;1;;;;"polystyrene next to trap, Aedes geniculatus! (nr 2 checked by Francis)"
"N1O027Oct";"N1036";"N1";"O027";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O027Sep";"N1036";"N1";"O027";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O028Aug";"N1036";"N1";"O028";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;"polystyrene next to trap"
"N1O028Jul";"N1036";"N1";"O028";2012/6/26 0:00:00;2012/8/3 0:00:00;1;;;;"Aedes geniculatus! (nr 1 checked by Francis)"
"N1O028Oct";"N1036";"N1";"O028";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"to be checked??"
"N1O028Sep";"N1036";"N1";"O028";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O029Aug";"N1037";"N1";"O029";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O029Jul";"N1037";"N1";"O029";2012/6/26 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O029Oct";"N1037";"N1";"O029";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O029Sep";"N1037";"N1";"O029";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O030Aug";"N1037";"N1";"O030";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O030Jul";"N1037";"N1";"O030";2012/6/26 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O030Oct";"N1037";"N1";"O030";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene gone"
"N1O030Sep";"N1037";"N1";"O030";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"polystyrene gone"
"N1O031Aug";"N1038";"N1";"O031";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;
"N1O031Jul";"N1038";"N1";"O031";2012/7/6 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O031Oct";"N1038";"N1";"O031";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O031Sep";"N1038";"N1";"O031";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1O032Aug";"N1038";"N1";"O032";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;"to be checked??"
"N1O032Jul";"N1038";"N1";"O032";2012/7/6 0:00:00;2012/8/3 0:00:00;0;;;;
"N1O032Oct";"N1038";"N1";"O032";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1O032Sep";"N1038";"N1";"O032";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1OT01Jun";"N1022";"N1";"OT01";2012/6/5 0:00:00;2012/6/26 0:00:00;0;;;;
"N1OT02Jun";"N1022";"N1";"OT02";2012/6/5 0:00:00;2012/6/26 0:00:00;0;;;;
"N1P1-1Apr";"N1010";"N1";"P1-1";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;"polystyrene next to trap"
"N1P1-1Aug";"N1010";"N1";"P1-1";2012/7/27 0:00:00;2012/8/24 0:00:00;0;;;;
"N1P1-1Jul";"N1010";"N1";"P1-1";2012/6/26 0:00:00;2012/7/27 0:00:00;1;;;;
"N1P1-1Jun";"N1010";"N1";"P1-1";2012/6/5 0:00:00;2012/6/26 0:00:00;1;;;;
"N1P1-1My1";"N1010";"N1";"P1-1";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;"polystyrene not found"
"N1P1-1My2";"N1010";"N1";"P1-1";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
"N1P1-1Oct";"N1010";"N1";"P1-1";2012/9/20 0:00:00;2012/10/26 0:00:00;0;;;;
"N1P1-1Sep";"N1010";"N1";"P1-1";2012/8/24 0:00:00;2012/9/20 0:00:00;0;;;;"polystyrene next to trap"
"N1P1-2Apr";"N1004";"N1";"P1-2";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1P1-2Jun";"N1004";"N1";"P1-2";2012/6/5 0:00:00;2012/6/26 0:00:00;0;;;;"polystyrene next to trap"
"N1P1-2May";"N1004";"N1";"P1-2";2012/4/27 0:00:00;2012/6/5 0:00:00;0;;;;
"N1P1-3Apr";"N1012";"N1";"P1-3";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1P1-3Jun";"N1012";"N1";"P1-3";2012/6/5 0:00:00;2012/6/26 0:00:00;0;;;;
"N1P1-3My1";"N1012";"N1";"P1-3";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;
"N1P1-3My2";"N1012";"N1";"P1-3";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
"N1P1-4Apr";"N1010";"N1";"P1-4";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1P1-4Aug";"N1010";"N1";"P1-4";2012/7/27 0:00:00;2012/8/24 0:00:00;1;;;;
"N1P1-4Jul";"N1010";"N1";"P1-4";2012/6/26 0:00:00;2012/7/27 0:00:00;1;;;;"eggs did not eclose!"
"N1P1-4Jun";"N1010";"N1";"P1-4";2012/6/5 0:00:00;2012/6/26 0:00:00;1;;;;
"N1P1-4My1";"N1010";"N1";"P1-4";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;
"N1P1-4My2";"N1010";"N1";"P1-4";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
"N1P1-4Oct";"N1010";"N1";"P1-4";2012/9/20 0:00:00;2012/10/26 0:00:00;0;;;;
"N1P1-4Sep";"N1010";"N1";"P1-4";2012/8/24 0:00:00;2012/9/20 0:00:00;0;;;;"polystyrene next to trap"
"N1P1-5Apr";"N1009";"N1";"P1-5";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1P1-5Aug";"N1009";"N1";"P1-5";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;" polystyrene not found"
"N1P1-5Jul";"N1009";"N1";"P1-5";2012/6/26 0:00:00;2012/8/3 0:00:00;1;;;;
"N1P1-5Jun";"N1009";"N1";"P1-5";2012/6/5 0:00:00;2012/6/26 0:00:00;0;;;;
"N1P1-5My1";"N1009";"N1";"P1-5";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;
"N1P1-5My2";"N1009";"N1";"P1-5";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
"N1P1-5Oct";"N1009";"N1";"P1-5";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1P1-5Sep";"N1009";"N1";"P1-5";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1P2-1Apr";"N108b";"N1";"P2-1";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;"N1008b"
"N1P2-1Aug";"N108b";"N1";"P2-1";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;"N1008b, polystyrene next to trap"
"N1P2-1Jul";"N108b";"N1";"P2-1";2012/6/26 0:00:00;2012/8/3 0:00:00;1;;;;"N1008b"
"N1P2-1Jun";"N108b";"N1";"P2-1";2012/6/5 0:00:00;2012/6/26 0:00:00;0;;;;"N1008b"
"N1P2-1My1";"N108b";"N1";"P2-1";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;"N1008b"
"N1P2-1My2";"N108b";"N1";"P2-1";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;"N1008b"
"N1P2-1Oct";"N108b";"N1";"P2-1";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"N1008b, polystyrene next to trap"
"N1P2-1Sep";"N108b";"N1";"P2-1";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"N1008b, polystyrene gone"
"N1P2-2Apr";"N1012";"N1";"P2-2";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1P2-2Jun";"N1012";"N1";"P2-2";2012/6/5 0:00:00;2012/6/26 0:00:00;0;;;;
"N1P2-2May";"N1012";"N1";"P2-2";2012/4/27 0:00:00;2012/6/5 0:00:00;0;;;;
"N1P2-5Apr";"N108a";"N1";"P2-5";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;"N1008a"
"N1P2-5Aug";"N108a";"N1";"P2-5";2012/7/27 0:00:00;2012/8/24 0:00:00;1;;;;"N1008a, polystyrene next to trap"
"N1P2-5Jul";"N108a";"N1";"P2-5";2012/6/26 0:00:00;2012/7/27 0:00:00;0;;;;"N1008a, polystyrene not found"
"N1P2-5Jun";"N108a";"N1";"P2-5";2012/6/5 0:00:00;2012/6/26 0:00:00;1;;;;"N1008a, polystyrene next to trap"
"N1P2-5My1";"N108a";"N1";"P2-5";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;"N1008a"
"N1P2-5My2";"N108a";"N1";"P2-5";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;"N1008a"
"N1P2-5Oct";"N108a";"N1";"P2-5";2012/9/20 0:00:00;2012/10/26 0:00:00;0;;;;"N1008a"
"N1P2-5Sep";"N108a";"N1";"P2-5";2012/8/24 0:00:00;2012/9/20 0:00:00;1;;;;"N1008a, polystyrene next to trap, eggs did not eclose!"
"N1P2-6Apr";"N1013";"N1";"P2-6";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1P2-6Jun";"N1013";"N1";"P2-6";2012/6/5 0:00:00;2012/6/26 0:00:00;0;;;;
"N1P2-6My1";"N1013";"N1";"P2-6";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;
"N1P2-6My2";"N1013";"N1";"P2-6";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
"N1P3-1Apr";"N1011";"N1";"P3-1";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;"polystyrene next to trap"
"N1P3-1Aug";"N1011";"N1";"P3-1";2012/7/27 0:00:00;2012/8/24 0:00:00;0;;;;"polystyrene next to trap"
"N1P3-1Jul";"N1011";"N1";"P3-1";2012/6/26 0:00:00;2012/7/27 0:00:00;1;;;;"eggs did not eclose!"
"N1P3-1Jun";"N1011";"N1";"P3-1";2012/6/5 0:00:00;2012/6/26 0:00:00;1;;;;"polystyrene next to trap, eggs did not eclose!"
"N1P3-1My1";"N1011";"N1";"P3-1";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;
"N1P3-1My2";"N1011";"N1";"P3-1";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
"N1P3-1Oct";"N1011";"N1";"P3-1";2012/9/20 0:00:00;2012/10/26 0:00:00;0;;;;
"N1P3-1Sep";"N1011";"N1";"P3-1";2012/8/24 0:00:00;2012/9/20 0:00:00;0;;;;"polystyrene next to trap, eaten by bird"
"N1P3-2Apr";"N1009";"N1";"P3-2";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1P3-2Aug";"N1009";"N1";"P3-2";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;"polystyrene next to trap"
"N1P3-2Jul";"N1009";"N1";"P3-2";2012/6/26 0:00:00;2012/8/3 0:00:00;0;;;;"polystyrene next to trap"
"N1P3-2Jun";"N1009";"N1";"P3-2";2012/6/5 0:00:00;2012/6/26 0:00:00;0;;;;
"N1P3-2My1";"N1009";"N1";"P3-2";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;
"N1P3-2My2";"N1009";"N1";"P3-2";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
"N1P3-2Oct";"N1009";"N1";"P3-2";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;
"N1P3-2Sep";"N1009";"N1";"P3-2";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;
"N1P3-3Apr";"N1016";"N1";"P3-3";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1P3-3Jun";"N1016";"N1";"P3-3";2012/5/5 0:00:00;2012/6/29 0:00:00;0;;;;
"N1P3-3May";"N1016";"N1";"P3-3";2012/4/27 0:00:00;2012/6/5 0:00:00;0;;;;
"N1P3-4Apr";"N1015";"N1";"P3-4";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1P3-4Jun";"N1015";"N1";"P3-4";2012/6/5 0:00:00;2012/6/29 0:00:00;0;;;;
"N1P3-4My1";"N1015";"N1";"P3-4";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;
"N1P3-4My2";"N1015";"N1";"P3-4";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
"N1P3-6Apr";"N1015";"N1";"P3-6";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1P3-6Jun";"N1015";"N1";"P3-6";2012/6/5 0:00:00;2012/6/29 0:00:00;0;;;;
"N1P3-6My1";"N1015";"N1";"P3-6";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;
"N1P3-6My2";"N1015";"N1";"P3-6";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
